성별,나이,직업,이용 횟수,호선,지불방법
남성,20대,자영업,27,3호선,신용카드
남성,10대,학생,85,4호선,현금
남성,40대,학생,74,8호선,신용카드
여성,20대,기타,96,4호선,교통카드
여성,40대,학생,91,2호선,교통카드
남성,30대,무직,49,2호선,현금
남성,40대,회사원,99,7호선,현금
남성,30대,기타,59,1호선,교통카드
여성,60대 이상,회사원,10,6호선,현금
여성,30대,자영업,8,5호선,신용카드
여성,10대,기타,98,2호선,신용카드
여성,40대,학생,19,4호선,신용카드
남성,40대,학생,49,8호선,신용카드
남성,40대,자영업,20,1호선,신용카드
남성,50대,무직,12,3호선,신용카드
여성,20대,자영업,75,1호선,현금
남성,20대,학생,75,2호선,현금
남성,10대,기타,74,2호선,교통카드
남성,50대,학생,30,6호선,교통카드
여성,10대,자영업,86,8호선,교통카드
남성,20대,기타,41,1호선,신용카드
남성,30대,자영업,92,8호선,현금
여성,10대,학생,56,1호선,현금
남성,50대,무직,56,9호선,신용카드
남성,60대 이상,무직,33,6호선,교통카드
남성,20대,회사원,39,4호선,신용카드
여성,10대,회사원,90,8호선,교통카드
남성,10대,자영업,6,4호선,현금
여성,20대,자영업,46,6호선,신용카드
남성,10대,기타,53,2호선,신용카드
남성,20대,기타,49,7호선,교통카드
여성,10대,학생,12,9호선,현금
여성,40대,무직,44,2호선,교통카드
여성,20대,기타,71,9호선,신용카드
남성,50대,무직,9,4호선,교통카드
여성,60대 이상,학생,80,8호선,교통카드
남성,60대 이상,학생,29,4호선,교통카드
남성,40대,무직,58,3호선,신용카드
남성,40대,학생,51,3호선,교통카드
남성,10대,기타,70,4호선,교통카드
남성,20대,자영업,14,3호선,신용카드
남성,20대,학생,46,6호선,현금
여성,60대 이상,무직,64,3호선,현금
남성,30대,기타,8,1호선,현금
여성,50대,자영업,88,4호선,신용카드
남성,30대,회사원,92,9호선,신용카드
남성,50대,자영업,88,2호선,신용카드
남성,40대,자영업,71,3호선,신용카드
남성,20대,자영업,14,2호선,교통카드
여성,10대,회사원,59,6호선,현금
남성,30대,무직,6,6호선,현금
여성,50대,무직,14,9호선,교통카드
남성,40대,학생,84,9호선,신용카드
남성,40대,기타,27,5호선,현금
여성,40대,무직,61,9호선,현금
여성,10대,자영업,9,4호선,현금
남성,10대,무직,16,5호선,현금
여성,40대,기타,80,5호선,교통카드
여성,40대,학생,5,8호선,신용카드
여성,10대,무직,71,2호선,교통카드
남성,50대,자영업,49,2호선,현금
여성,20대,자영업,51,6호선,교통카드
남성,10대,학생,68,5호선,현금
남성,30대,학생,48,1호선,현금
남성,20대,자영업,42,8호선,현금
남성,20대,무직,3,3호선,신용카드
여성,50대,무직,10,2호선,현금
여성,40대,기타,22,6호선,교통카드
남성,60대 이상,학생,24,7호선,신용카드
남성,40대,자영업,78,4호선,교통카드
남성,40대,학생,60,5호선,신용카드
여성,10대,학생,51,2호선,신용카드
남성,10대,학생,73,7호선,교통카드
여성,40대,자영업,89,4호선,신용카드
남성,60대 이상,무직,87,2호선,신용카드
여성,60대 이상,무직,22,9호선,현금
여성,40대,무직,13,3호선,현금
여성,20대,무직,95,8호선,신용카드
남성,20대,회사원,62,7호선,신용카드
여성,50대,무직,46,8호선,현금
여성,50대,회사원,64,1호선,교통카드
남성,60대 이상,회사원,59,5호선,교통카드
남성,10대,학생,56,9호선,현금
남성,60대 이상,자영업,81,5호선,신용카드
여성,40대,무직,35,7호선,교통카드
남성,20대,학생,96,4호선,교통카드
남성,20대,회사원,60,2호선,현금
남성,50대,기타,59,1호선,현금
남성,10대,기타,86,7호선,신용카드
여성,30대,무직,2,1호선,교통카드
남성,30대,회사원,89,5호선,신용카드
여성,40대,기타,20,8호선,신용카드
여성,10대,학생,97,8호선,신용카드
남성,50대,회사원,67,1호선,신용카드
남성,50대,학생,52,5호선,교통카드
남성,20대,무직,60,9호선,신용카드
남성,10대,회사원,84,6호선,신용카드
남성,10대,자영업,67,3호선,현금
여성,60대 이상,회사원,3,7호선,교통카드
여성,60대 이상,자영업,87,6호선,신용카드
여성,10대,기타,51,6호선,현금
남성,10대,기타,92,8호선,현금
여성,30대,무직,85,8호선,현금
여성,10대,기타,71,3호선,현금
여성,20대,기타,56,1호선,신용카드
여성,20대,기타,26,3호선,교통카드
남성,20대,학생,99,7호선,신용카드
남성,20대,기타,87,4호선,신용카드
여성,50대,회사원,45,3호선,현금
여성,60대 이상,기타,11,3호선,교통카드
여성,50대,자영업,25,3호선,신용카드
남성,30대,회사원,44,7호선,교통카드
여성,30대,무직,5,9호선,현금
여성,50대,무직,87,4호선,교통카드
남성,50대,회사원,37,3호선,교통카드
남성,30대,무직,65,1호선,교통카드
남성,40대,자영업,63,1호선,신용카드
남성,50대,기타,80,6호선,교통카드
남성,60대 이상,자영업,32,4호선,현금
남성,40대,학생,21,5호선,현금
남성,30대,기타,77,3호선,신용카드
남성,10대,학생,52,4호선,교통카드
여성,40대,자영업,33,9호선,현금
여성,10대,회사원,31,7호선,신용카드
여성,20대,기타,80,3호선,현금
여성,40대,기타,6,3호선,교통카드
남성,60대 이상,기타,33,3호선,현금
남성,10대,기타,16,4호선,현금
여성,10대,회사원,9,1호선,현금
남성,50대,자영업,75,8호선,신용카드
여성,50대,학생,67,4호선,신용카드
남성,50대,무직,12,8호선,신용카드
남성,60대 이상,무직,88,1호선,현금
여성,50대,회사원,7,7호선,현금
남성,40대,학생,75,5호선,교통카드
여성,30대,회사원,54,1호선,현금
남성,40대,자영업,93,9호선,신용카드
여성,10대,무직,64,5호선,교통카드
여성,60대 이상,자영업,5,3호선,현금
남성,10대,회사원,85,4호선,교통카드
남성,20대,기타,28,1호선,신용카드
여성,30대,회사원,8,5호선,교통카드
여성,20대,자영업,46,5호선,교통카드
여성,20대,기타,15,4호선,현금
남성,60대 이상,자영업,33,4호선,신용카드
여성,20대,회사원,54,2호선,교통카드
여성,10대,무직,32,4호선,신용카드
여성,10대,무직,52,4호선,현금
남성,30대,학생,33,3호선,교통카드
남성,50대,자영업,35,7호선,현금
남성,50대,학생,80,4호선,교통카드
여성,10대,기타,99,2호선,교통카드
여성,20대,회사원,61,7호선,교통카드
여성,60대 이상,회사원,67,5호선,신용카드
여성,30대,기타,2,5호선,현금
남성,20대,학생,97,7호선,현금
남성,60대 이상,기타,74,7호선,신용카드
남성,40대,무직,4,3호선,현금
남성,10대,자영업,19,8호선,현금
남성,50대,자영업,85,3호선,신용카드
여성,50대,자영업,9,7호선,현금
여성,50대,무직,74,4호선,교통카드
남성,20대,무직,47,5호선,교통카드
남성,30대,회사원,53,1호선,현금
남성,30대,무직,89,2호선,교통카드
남성,30대,학생,26,8호선,교통카드
남성,40대,기타,36,6호선,교통카드
여성,10대,학생,22,5호선,교통카드
여성,60대 이상,무직,3,7호선,신용카드
남성,20대,회사원,91,9호선,교통카드
남성,60대 이상,기타,19,2호선,신용카드
여성,30대,기타,10,5호선,교통카드
여성,50대,자영업,46,7호선,교통카드
여성,40대,무직,58,3호선,교통카드
여성,60대 이상,회사원,60,9호선,현금
여성,40대,무직,81,2호선,현금
남성,30대,무직,72,3호선,현금
남성,40대,무직,81,4호선,교통카드
남성,10대,학생,95,6호선,현금
여성,50대,학생,4,9호선,현금
남성,10대,자영업,78,2호선,신용카드
남성,60대 이상,학생,63,4호선,현금
남성,30대,학생,55,4호선,현금
남성,10대,학생,56,7호선,신용카드
여성,20대,기타,24,1호선,신용카드
남성,60대 이상,자영업,39,1호선,교통카드
남성,20대,무직,80,9호선,현금
여성,60대 이상,회사원,20,9호선,현금
남성,40대,회사원,14,7호선,현금
여성,10대,학생,56,4호선,현금
남성,20대,무직,15,5호선,현금
여성,10대,학생,76,2호선,현금
남성,30대,무직,71,4호선,현금
남성,40대,학생,76,2호선,신용카드
남성,30대,회사원,8,9호선,신용카드
남성,40대,자영업,73,2호선,교통카드
여성,60대 이상,자영업,29,6호선,현금
여성,50대,무직,4,7호선,신용카드
여성,20대,자영업,80,1호선,교통카드
남성,30대,자영업,21,3호선,현금
남성,40대,학생,8,6호선,현금
남성,10대,기타,75,3호선,교통카드
남성,20대,학생,17,2호선,신용카드
여성,40대,학생,41,2호선,교통카드
여성,40대,무직,15,8호선,신용카드
여성,60대 이상,무직,35,5호선,현금
여성,60대 이상,기타,55,4호선,현금
남성,60대 이상,무직,20,7호선,현금
남성,40대,회사원,38,8호선,신용카드
여성,50대,기타,74,1호선,현금
여성,20대,회사원,54,9호선,현금
여성,30대,학생,7,1호선,현금
남성,40대,회사원,71,9호선,교통카드
여성,10대,회사원,29,7호선,신용카드
여성,40대,회사원,22,2호선,교통카드
남성,60대 이상,회사원,40,1호선,신용카드
여성,10대,자영업,37,9호선,신용카드
남성,50대,회사원,40,6호선,현금
여성,30대,학생,77,9호선,신용카드
남성,40대,무직,95,5호선,교통카드
여성,20대,무직,66,4호선,교통카드
남성,40대,무직,36,1호선,현금
여성,50대,회사원,10,3호선,교통카드
여성,20대,무직,19,1호선,신용카드
여성,10대,회사원,91,7호선,신용카드
남성,40대,자영업,31,6호선,신용카드
남성,20대,학생,90,7호선,교통카드
여성,20대,무직,70,8호선,교통카드
남성,40대,무직,33,6호선,신용카드
남성,30대,회사원,57,2호선,신용카드
여성,20대,기타,25,8호선,신용카드
남성,50대,무직,56,8호선,교통카드
남성,30대,자영업,6,3호선,현금
남성,60대 이상,자영업,7,5호선,신용카드
남성,50대,학생,10,9호선,교통카드
남성,30대,회사원,93,6호선,교통카드
여성,40대,회사원,98,5호선,교통카드
여성,20대,자영업,64,7호선,신용카드
여성,20대,기타,91,8호선,교통카드
남성,60대 이상,학생,47,2호선,교통카드
여성,10대,회사원,21,3호선,교통카드
남성,30대,자영업,92,2호선,신용카드
남성,40대,학생,94,3호선,현금
여성,10대,자영업,32,9호선,신용카드
여성,40대,기타,27,5호선,현금
여성,10대,회사원,91,5호선,현금
남성,20대,자영업,69,9호선,신용카드
여성,20대,회사원,67,5호선,신용카드
남성,50대,회사원,78,2호선,교통카드
여성,10대,무직,90,6호선,현금
여성,60대 이상,무직,34,3호선,현금
남성,10대,기타,84,5호선,신용카드
여성,50대,무직,36,8호선,현금
남성,60대 이상,기타,10,8호선,교통카드
여성,30대,기타,52,1호선,교통카드
여성,10대,무직,37,7호선,현금
여성,60대 이상,자영업,59,2호선,현금
남성,60대 이상,자영업,44,1호선,현금
여성,30대,학생,91,8호선,신용카드
여성,50대,회사원,64,9호선,신용카드
남성,50대,회사원,30,7호선,현금
여성,40대,학생,15,8호선,교통카드
여성,40대,학생,78,1호선,신용카드
여성,20대,무직,81,9호선,신용카드
여성,60대 이상,회사원,11,4호선,신용카드
여성,20대,기타,1,7호선,현금
남성,20대,무직,30,8호선,신용카드
여성,60대 이상,기타,47,8호선,현금
남성,50대,학생,59,9호선,교통카드
남성,30대,무직,68,9호선,현금
여성,50대,학생,19,5호선,현금
여성,20대,회사원,44,2호선,신용카드
남성,10대,회사원,75,8호선,신용카드
남성,40대,학생,91,1호선,교통카드
여성,10대,회사원,1,1호선,신용카드
남성,60대 이상,자영업,21,4호선,신용카드
남성,20대,회사원,73,9호선,현금
여성,20대,회사원,6,2호선,교통카드
여성,30대,무직,41,4호선,교통카드
여성,10대,자영업,14,4호선,신용카드
여성,40대,기타,18,5호선,신용카드
여성,10대,회사원,64,3호선,신용카드
여성,30대,자영업,28,5호선,교통카드
남성,50대,기타,61,8호선,교통카드
남성,50대,자영업,93,9호선,현금
여성,50대,회사원,12,1호선,현금
남성,40대,기타,43,2호선,신용카드
남성,20대,학생,23,1호선,교통카드
남성,40대,무직,61,2호선,현금
남성,10대,회사원,36,9호선,신용카드
남성,30대,자영업,91,1호선,현금
남성,10대,학생,20,1호선,현금
여성,30대,무직,52,3호선,현금
남성,40대,무직,48,6호선,교통카드
남성,10대,무직,24,9호선,교통카드
여성,20대,학생,63,5호선,현금
여성,50대,기타,49,3호선,교통카드
남성,60대 이상,기타,32,3호선,교통카드
남성,10대,학생,11,5호선,교통카드
여성,50대,무직,52,7호선,교통카드
남성,10대,회사원,92,7호선,신용카드
여성,60대 이상,무직,27,6호선,현금
남성,40대,자영업,78,3호선,신용카드
여성,50대,회사원,66,8호선,교통카드
남성,40대,학생,41,4호선,신용카드
남성,60대 이상,학생,34,4호선,현금
남성,10대,무직,6,6호선,현금
남성,20대,기타,42,5호선,교통카드
여성,30대,무직,67,3호선,현금
여성,50대,회사원,66,8호선,신용카드
남성,20대,회사원,78,3호선,신용카드
남성,50대,무직,26,2호선,신용카드
여성,60대 이상,회사원,94,7호선,현금
여성,10대,무직,86,1호선,현금
남성,60대 이상,기타,81,7호선,신용카드
여성,40대,학생,13,1호선,현금
남성,30대,자영업,82,5호선,현금
남성,50대,기타,80,3호선,교통카드
남성,20대,학생,87,3호선,신용카드
남성,30대,무직,13,5호선,신용카드
남성,60대 이상,무직,39,6호선,교통카드
남성,30대,기타,98,4호선,현금
여성,50대,자영업,99,4호선,현금
여성,60대 이상,학생,85,6호선,신용카드
여성,20대,기타,15,6호선,신용카드
남성,20대,기타,81,7호선,신용카드
여성,50대,자영업,18,2호선,현금
여성,20대,무직,60,9호선,현금
남성,40대,자영업,15,9호선,현금
여성,50대,자영업,58,8호선,신용카드
