gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Female,0,No,24,Yes,Yes,No internet service,25.15,0
Male,0,Yes,4,Yes,No,No internet service,19.5,0
Male,0,Yes,44,Yes,No,No,92.95,0
Female,0,Yes,72,Yes,No,No internet service,20.7,0
Female,0,No,1,Yes,No,No,74.3,1
Male,0,No,66,Yes,No,No internet service,19.35,0
Male,0,No,1,No,No phone service,No,44.65,1
Male,0,Yes,13,Yes,No,Yes,84.05,1
Male,0,No,10,Yes,Yes,No,80.7,1
Male,1,No,65,Yes,Yes,No,104.35,0
Male,0,Yes,1,Yes,No,No internet service,19.55,0
Male,0,Yes,38,Yes,No,Yes,74.05,0
Male,0,Yes,23,No,No phone service,Yes,40.1,0
Female,0,No,10,Yes,No,No internet service,20.1,0
Male,0,Yes,4,Yes,Yes,No,101.7,1
Male,0,Yes,72,Yes,Yes,Yes,83.55,0
Female,0,No,35,Yes,No,No,56.85,0
Female,0,No,1,Yes,No,No internet service,20.4,1
Female,0,Yes,58,Yes,No,No internet service,19.55,0
Male,0,Yes,70,Yes,No,No,106.15,0
Male,0,Yes,38,Yes,Yes,No,78.95,0
Female,0,Yes,60,No,No phone service,No,49.75,0
Male,0,No,26,Yes,Yes,Yes,92.4,0
Female,0,No,8,Yes,No,Yes,58.2,0
Male,0,Yes,41,Yes,Yes,No,102.6,1
Female,1,No,36,Yes,Yes,No,91.95,0
Male,1,No,54,Yes,No,No,65.25,0
Male,0,Yes,71,Yes,Yes,No,106.0,1
Female,0,No,55,Yes,Yes,No,73.1,0
Female,0,No,72,Yes,Yes,Yes,59.75,0
Female,0,Yes,3,Yes,No,Yes,55.1,1
Female,0,Yes,54,Yes,Yes,No,59.8,0
Male,0,Yes,72,Yes,Yes,Yes,116.6,0
Male,0,No,52,Yes,Yes,Yes,109.3,0
Female,1,No,60,Yes,Yes,Yes,101.4,0
Female,0,No,39,No,No phone service,No,50.65,0
Female,0,No,15,Yes,No,No,56.15,0
Male,0,No,69,Yes,Yes,No,106.5,1
Male,0,Yes,43,Yes,No,No internet service,19.2,0
Female,1,No,63,Yes,Yes,Yes,83.0,0
Male,1,No,2,Yes,No,No,70.1,0
Female,0,Yes,72,Yes,No,Yes,108.3,0
Female,0,Yes,32,Yes,Yes,No,91.05,1
Male,0,Yes,40,Yes,Yes,No internet service,25.25,0
Female,0,No,58,No,No phone service,Yes,45.35,0
Male,0,No,67,No,No phone service,Yes,43.9,0
Female,1,No,51,Yes,Yes,Yes,77.5,1
Male,0,No,31,Yes,Yes,No,79.3,0
Male,1,No,69,Yes,Yes,Yes,84.9,0
Male,0,No,32,Yes,Yes,No,79.25,0
Female,0,No,21,Yes,No,Yes,71.05,0
Male,0,No,52,Yes,No,Yes,53.75,0
Female,0,Yes,72,Yes,Yes,No internet service,24.25,0
Female,0,No,72,No,No phone service,No,54.2,1
Male,0,Yes,52,No,No phone service,Yes,44.25,0
Female,0,No,41,Yes,No,No,50.05,0
Male,0,No,41,Yes,No,No internet service,20.15,0
Female,0,No,6,Yes,No,No,69.25,1
Male,0,Yes,67,Yes,Yes,Yes,69.35,0
Female,0,Yes,16,Yes,No,No internet service,19.35,0
Male,0,No,17,Yes,No,No internet service,19.15,0
Male,0,No,35,Yes,No,Yes,61.0,0
Female,0,Yes,58,Yes,No,No internet service,20.5,0
Male,0,No,1,Yes,No,No,50.5,1
Male,0,Yes,52,No,No phone service,No,50.2,0
Female,0,No,70,Yes,No,Yes,79.6,0
Female,0,Yes,19,Yes,Yes,No internet service,24.9,0
Male,1,No,1,Yes,Yes,No,74.4,1
Female,0,Yes,35,Yes,No,Yes,106.9,0
Female,0,No,32,Yes,Yes,No,101.35,0
Female,0,Yes,17,Yes,No,Yes,55.35,0
Female,0,Yes,67,Yes,No,No,50.55,0
Female,0,No,9,Yes,No,No internet service,19.5,0
Male,0,Yes,31,Yes,Yes,No,79.45,1
Male,0,No,4,Yes,Yes,Yes,90.65,0
Male,1,Yes,58,Yes,Yes,Yes,89.85,0
Male,0,No,60,Yes,No,Yes,79.0,0
Male,0,No,58,Yes,Yes,No,104.65,1
Male,0,No,1,Yes,No,No internet service,19.55,0
Female,0,Yes,27,Yes,No,No internet service,19.9,0
Male,1,Yes,66,Yes,Yes,Yes,116.25,0
Male,0,No,15,Yes,Yes,Yes,87.75,0
Male,1,No,47,Yes,Yes,No,100.05,1
Female,0,No,41,Yes,Yes,Yes,81.3,0
Male,0,No,59,No,No phone service,No,44.3,0
Female,0,Yes,50,Yes,No,No,70.35,0
Male,0,Yes,17,No,No phone service,Yes,44.45,0
Male,0,Yes,6,Yes,No,Yes,49.15,0
Male,1,No,51,No,No phone service,No,29.45,0
Male,0,No,44,Yes,No,No,100.55,1
Male,0,No,49,Yes,No,No,85.3,0
Male,0,No,2,Yes,No,No,95.65,1
Male,0,No,59,Yes,Yes,Yes,69.1,0
Male,1,No,50,Yes,Yes,Yes,70.35,0
Female,0,Yes,59,Yes,No,No internet service,20.6,0
Male,0,No,18,Yes,Yes,No,74.15,0
Male,0,No,10,Yes,Yes,No,75.05,0
Male,0,No,14,Yes,No,No,44.6,0
Male,0,No,35,Yes,No,No internet service,21.45,0
Male,0,Yes,8,Yes,No,No,43.45,0
Male,0,Yes,18,Yes,No,No internet service,20.05,0
Female,0,Yes,60,Yes,Yes,Yes,94.15,0
Female,0,No,1,Yes,No,No,94.4,1
Female,0,No,6,Yes,No,No internet service,19.55,0
Female,0,Yes,19,Yes,Yes,Yes,75.9,0
Male,0,Yes,53,Yes,Yes,Yes,64.15,0
Male,1,No,72,Yes,Yes,Yes,109.55,0
Female,0,No,60,Yes,Yes,No,110.8,0
Female,0,No,1,Yes,No,No,55.0,1
Female,0,Yes,13,Yes,No,No,53.45,0
Female,0,Yes,5,Yes,No,No,69.95,0
Male,0,No,1,Yes,Yes,No,101.45,1
Male,0,Yes,13,Yes,No,No,97.0,0
Male,0,No,37,Yes,Yes,Yes,90.6,0
Male,0,No,64,Yes,No,Yes,73.55,0
Female,0,No,5,Yes,Yes,No,67.95,1
Female,0,No,61,Yes,Yes,No,94.35,0
Female,0,No,1,Yes,No,No,69.5,1
Male,0,No,1,Yes,No,No internet service,18.85,1
Male,0,No,26,Yes,No,No internet service,19.4,0
Female,0,No,1,Yes,No,No,69.2,1
Male,0,No,24,Yes,No,No internet service,19.75,0
Male,0,No,17,No,No phone service,No,54.6,0
Female,0,Yes,26,No,No phone service,No,29.8,0
Male,0,No,1,Yes,No,No,69.65,1
Male,1,No,40,Yes,Yes,Yes,101.85,1
Male,0,No,52,Yes,Yes,No,103.05,0
Female,0,No,1,Yes,No,No,82.3,1
Male,0,No,1,Yes,No,No internet service,20.3,0
Female,0,No,21,No,No phone service,Yes,35.1,0
Female,0,No,67,Yes,Yes,No,105.7,0
Female,0,Yes,44,Yes,No,Yes,56.25,0
Male,0,Yes,70,No,No phone service,No,60.35,0
Male,0,No,3,Yes,No,No,79.25,1
Male,0,Yes,56,Yes,No,Yes,59.8,0
Female,0,No,13,Yes,Yes,No,84.6,1
Female,0,Yes,58,Yes,Yes,Yes,93.4,1
Female,0,Yes,42,Yes,Yes,No,94.2,1
Male,1,No,1,No,No phone service,No,25.05,1
Female,0,Yes,46,Yes,Yes,Yes,99.65,0
Female,0,Yes,63,Yes,No,Yes,50.65,0
Male,0,No,11,Yes,No,No,60.9,0
Male,0,Yes,15,Yes,Yes,No,59.65,0
Male,0,No,72,No,No phone service,Yes,64.7,0
Female,0,No,29,No,No phone service,No,25.1,1
Male,0,Yes,1,Yes,No,No,48.95,1
Female,0,Yes,6,Yes,No,No,54.85,0
Male,0,No,1,Yes,No,No,45.3,1
Male,0,Yes,63,Yes,Yes,No,91.35,0
Male,0,No,2,Yes,No,No,85.85,1
Female,0,Yes,18,Yes,Yes,No internet service,25.1,0
Female,0,No,43,No,No phone service,Yes,34.0,0
Female,0,No,15,No,No phone service,Yes,45.9,0
Male,0,Yes,10,Yes,Yes,No,95.2,1
Male,0,Yes,55,Yes,No,No internet service,20.5,0
Male,0,Yes,49,Yes,Yes,No,100.6,1
Male,0,Yes,6,Yes,No,No,55.3,1
Male,0,Yes,70,Yes,No,No internet service,20.35,0
Male,1,No,2,Yes,Yes,No,74.85,1
Male,1,No,63,No,No phone service,Yes,36.1,0
Female,0,No,25,Yes,No,No,65.8,0
Female,1,No,18,Yes,No,No internet service,20.35,0
Male,1,No,28,Yes,Yes,No,105.8,0
Female,1,No,53,Yes,No,Yes,96.75,0
Male,0,No,35,Yes,No,No,102.35,1
Male,0,No,1,No,No phone service,No,24.4,0
Male,0,No,70,Yes,Yes,Yes,115.65,1
Male,0,No,2,Yes,No,No,79.85,1
Female,0,No,26,Yes,No,No,73.05,0
Female,0,No,34,Yes,No,Yes,64.35,0
Female,0,Yes,19,Yes,No,No internet service,20.5,0
Male,0,No,15,Yes,Yes,No,76.0,1
Female,0,Yes,62,Yes,No,Yes,54.75,0
Female,1,No,42,Yes,Yes,No,104.75,1
Female,0,No,9,Yes,No,Yes,74.65,1
Male,0,No,24,Yes,No,Yes,51.15,0
Male,1,No,68,No,No phone service,Yes,41.95,0
Male,0,Yes,31,Yes,No,No,54.35,0
Female,0,No,1,Yes,No,No,56.25,1
Male,0,No,21,Yes,Yes,No,106.1,1
Female,0,No,63,Yes,No,No,96.0,0
Female,1,No,2,Yes,No,No,79.75,1
Female,0,Yes,61,No,No phone service,No,61.45,0
Female,0,No,1,Yes,No,No,68.65,1
Male,0,No,18,Yes,No,No internet service,19.65,0
Female,0,Yes,6,Yes,No,No internet service,19.0,0
Female,0,No,33,Yes,Yes,No,100.0,0
Male,0,No,16,Yes,No,No internet service,20.25,1
Female,0,No,56,Yes,No,No,98.7,0
Male,0,Yes,23,Yes,No,No internet service,19.8,0
Male,0,No,9,Yes,No,No,73.8,0
Female,1,No,14,Yes,Yes,No,100.2,1
Male,0,Yes,15,Yes,Yes,No,74.9,1
Male,0,No,5,Yes,No,No internet service,20.05,0
Male,0,No,61,Yes,Yes,Yes,106.2,0
Male,0,Yes,70,Yes,Yes,Yes,116.55,0
Male,0,No,15,Yes,Yes,Yes,99.7,0
Male,0,Yes,8,Yes,No,No internet service,19.7,0
Female,0,Yes,8,Yes,No,No internet service,19.5,0
Female,0,No,4,No,No phone service,Yes,29.15,0
Female,0,No,34,Yes,No,Yes,55.0,0
Male,0,No,68,Yes,Yes,Yes,90.8,0
Female,0,Yes,45,No,No phone service,No,51.0,0
Female,1,No,9,Yes,Yes,No,90.1,0
Female,0,No,22,Yes,Yes,Yes,59.05,0
Female,0,No,2,Yes,No,No internet service,20.3,0
Male,0,No,70,Yes,Yes,No,72.95,0
Female,0,Yes,10,Yes,Yes,Yes,73.55,0
Male,0,No,72,Yes,Yes,Yes,84.3,0
Female,0,Yes,49,Yes,No,No,78.0,0
Female,1,No,54,Yes,Yes,No,72.1,0
Female,0,No,71,Yes,Yes,Yes,106.75,0
Female,0,No,22,Yes,No,No internet service,19.25,0
Female,0,Yes,50,Yes,No,No internet service,20.55,0
Female,0,Yes,43,Yes,No,No internet service,20.0,0
Female,0,Yes,45,Yes,Yes,No internet service,24.65,0
Male,1,No,64,Yes,Yes,Yes,103.5,0
Female,0,Yes,23,Yes,Yes,No internet service,23.85,0
Female,0,No,68,Yes,Yes,No internet service,25.8,0
Female,0,No,1,Yes,No,No,70.85,1
Male,0,No,2,Yes,No,No,69.8,1
Male,0,No,26,Yes,No,No,59.45,0
Male,0,No,55,No,No phone service,No,54.55,1
Male,0,No,14,Yes,No,No internet service,20.05,0
Male,0,No,71,Yes,No,Yes,82.55,0
Male,0,No,64,Yes,Yes,Yes,81.25,0
Female,0,No,7,Yes,No,No,70.75,1
Female,0,No,57,Yes,No,Yes,74.3,0
Female,0,No,13,Yes,Yes,No,94.1,1
Female,0,Yes,3,No,No phone service,Yes,29.7,1
Male,1,No,72,Yes,Yes,No,109.7,0
Female,0,Yes,40,Yes,Yes,No,96.35,0
Male,0,No,14,Yes,Yes,No,66.6,0
Male,0,Yes,2,Yes,No,No,44.5,0
Male,1,No,66,Yes,Yes,No,110.9,1
Female,0,No,38,Yes,Yes,No,105.0,1
Male,0,Yes,1,No,No phone service,No,25.3,1
Male,0,No,22,Yes,No,No,55.15,1
Male,0,No,1,Yes,No,No internet service,20.1,1
Male,0,No,5,Yes,No,No,80.1,0
Male,0,Yes,29,Yes,Yes,Yes,69.05,0
Male,0,Yes,1,Yes,No,No,69.9,1
Female,0,No,3,Yes,No,No internet service,20.4,0
Male,0,Yes,71,Yes,No,No internet service,19.7,0
Male,0,Yes,9,Yes,No,No,50.1,0
Male,0,No,43,Yes,Yes,No,101.4,1
Female,0,No,48,Yes,Yes,Yes,83.45,0
Male,0,No,26,Yes,Yes,Yes,86.65,0
Female,0,No,9,Yes,No,No internet service,20.15,0
Male,0,No,1,Yes,No,No,80.8,1
Female,0,Yes,46,Yes,No,No internet service,19.4,0
Male,0,No,2,Yes,Yes,No,62.05,1
Male,1,No,1,Yes,Yes,No,76.45,1
Male,0,Yes,64,No,No phone service,Yes,60.05,0
Female,1,No,12,Yes,Yes,No,91.3,1
Male,1,No,6,Yes,No,No,95.75,1
Female,0,No,59,Yes,No,No internet service,20.35,0
Female,0,No,7,Yes,No,No,94.05,0
Female,1,No,72,Yes,Yes,Yes,84.1,0
Male,1,No,16,Yes,No,No,78.75,0
Male,0,No,25,Yes,Yes,No,55.55,0
Female,0,No,34,Yes,Yes,Yes,62.65,1
Female,0,No,1,Yes,Yes,No,74.5,1
Female,0,Yes,10,Yes,Yes,No,102.1,1
Male,0,No,24,Yes,No,No internet service,20.1,0
Female,0,Yes,10,Yes,Yes,Yes,70.3,0
Male,0,No,69,Yes,No,Yes,53.65,0
Male,0,No,57,Yes,No,No internet service,20.75,0
Male,0,Yes,50,Yes,No,No,103.4,0
Male,0,Yes,28,No,No phone service,Yes,50.8,0
Female,0,No,16,Yes,No,Yes,50.15,1
Male,0,No,25,Yes,No,Yes,79.0,0
Female,1,No,3,Yes,No,No,74.6,0
Male,0,No,61,Yes,Yes,No,96.5,0
Female,0,No,2,Yes,No,No internet service,20.1,0
Male,0,Yes,51,Yes,No,No internet service,19.4,0
Female,0,Yes,71,Yes,No,Yes,77.55,0
Female,0,Yes,20,Yes,No,No internet service,20.05,0
Male,0,Yes,6,Yes,No,No internet service,19.85,0
Female,0,No,6,Yes,No,No internet service,20.2,0
Female,0,No,29,Yes,Yes,Yes,67.45,0
Male,0,No,36,Yes,No,No internet service,18.55,0
Female,0,No,28,No,No phone service,No,29.75,0
Female,0,No,7,Yes,Yes,No,86.5,1
Female,0,No,63,Yes,Yes,No internet service,24.2,0
Male,0,Yes,48,Yes,Yes,No internet service,23.55,0
Female,0,No,49,Yes,No,No internet service,20.45,0
Male,1,No,27,Yes,Yes,No,81.45,1
Male,0,No,72,Yes,Yes,Yes,92.3,0
Male,0,No,1,Yes,No,No,69.15,1
Female,0,Yes,72,No,No phone service,No,53.65,0
Female,0,No,47,No,No phone service,Yes,39.65,0
Female,0,No,1,Yes,No,No,54.65,0
Female,0,No,36,Yes,Yes,No,104.8,0
Male,0,Yes,43,No,No phone service,No,29.3,0
Female,1,No,27,Yes,Yes,No,83.85,0
Female,0,No,9,Yes,No,No,79.55,1
Female,0,No,38,Yes,Yes,No,103.65,0
Female,1,No,35,Yes,Yes,Yes,99.05,0
Female,0,Yes,0,Yes,Yes,No,73.35,0
Female,0,No,59,Yes,No,No,100.05,0
Male,0,No,27,Yes,No,No internet service,20.35,0
Female,1,No,2,Yes,No,No,43.95,0
Male,0,No,7,Yes,Yes,No internet service,23.5,0
Female,0,No,36,Yes,Yes,No,70.7,0
Female,0,Yes,41,Yes,Yes,Yes,94.3,0
Female,0,No,13,No,No phone service,No,29.15,0
Male,0,Yes,19,Yes,No,No internet service,20.85,0
Female,0,No,60,No,No phone service,Yes,37.7,0
Female,0,Yes,48,Yes,No,No,95.5,1
Male,1,No,3,Yes,Yes,No,91.05,1
Male,0,No,69,Yes,Yes,No,92.45,0
Male,0,No,43,No,No phone service,No,44.15,0
Female,0,Yes,11,No,No phone service,Yes,36.05,0
Female,0,No,45,Yes,No,No,50.25,0
Male,0,No,72,Yes,Yes,No,109.75,0
Female,1,No,2,Yes,Yes,No,79.2,1
Female,0,Yes,12,Yes,No,No internet service,20.3,0
Female,0,Yes,67,Yes,Yes,No,112.35,0
Male,0,No,37,Yes,Yes,No,94.3,0
Female,0,No,39,No,No phone service,Yes,41.15,0
Female,0,No,41,Yes,Yes,Yes,74.65,0
Female,0,No,25,No,No phone service,No,48.25,0
Male,0,Yes,8,Yes,Yes,Yes,76.15,0
Female,0,Yes,71,Yes,Yes,Yes,71.1,0
Male,0,No,5,Yes,Yes,No,96.55,0
Female,0,No,30,Yes,Yes,Yes,79.3,0
Male,0,No,40,Yes,No,No,89.6,0
Female,0,No,54,Yes,No,No internet service,20.5,0
Male,0,No,72,Yes,Yes,No,106.3,0
Male,0,Yes,28,Yes,No,No,100.35,0
Male,0,Yes,18,Yes,No,No,85.6,0
Female,0,No,2,No,No phone service,No,45.25,1
Female,0,Yes,59,Yes,Yes,No,106.15,0
Male,0,Yes,22,Yes,No,No,51.1,0
Female,0,No,1,Yes,No,No internet service,19.9,0
Female,1,No,72,Yes,Yes,No internet service,25.7,0
Female,1,No,14,Yes,Yes,No,74.3,1
Male,0,No,50,Yes,Yes,No,99.4,0
Female,0,Yes,48,Yes,No,Yes,69.7,0
Female,0,Yes,49,Yes,Yes,No,98.35,0
Male,0,Yes,28,Yes,No,No,85.45,0
Male,1,No,68,Yes,Yes,No,95.9,0
Male,0,No,13,Yes,Yes,No,100.75,0
Female,0,No,11,Yes,Yes,No,89.2,0
Female,0,No,3,Yes,Yes,No,74.1,1
Male,1,No,57,Yes,Yes,No,100.6,1
Male,0,No,3,Yes,Yes,No,75.0,1
Male,0,No,72,Yes,Yes,No internet service,25.75,0
Male,0,Yes,70,Yes,Yes,No,84.1,0
Female,0,Yes,49,Yes,Yes,No,79.3,0
Female,1,No,67,Yes,Yes,Yes,107.05,0
Male,0,No,46,Yes,No,No internet service,20.05,0
Female,1,No,64,Yes,No,Yes,70.2,1
Female,0,No,37,Yes,No,No internet service,19.5,0
Female,1,No,2,Yes,No,No,70.75,1
Female,1,No,13,No,No phone service,No,45.3,0
Female,0,No,72,Yes,Yes,Yes,115.15,0
Male,0,Yes,68,Yes,No,No,72.95,0
Male,0,Yes,15,Yes,No,No internet service,19.65,0
Female,0,No,24,Yes,No,No internet service,19.55,0
Female,0,No,24,Yes,Yes,No,89.55,0
Male,0,No,27,Yes,No,Yes,50.35,0
Male,0,No,12,Yes,No,No,50.25,1
Female,0,Yes,71,Yes,No,Yes,87.25,0
Male,0,Yes,67,Yes,No,No internet service,20.8,0
Female,0,No,63,Yes,Yes,No,109.25,0
Male,0,No,1,Yes,No,No internet service,20.35,0
Male,0,No,4,Yes,No,No,55.9,0
Female,1,No,40,Yes,No,Yes,79.2,1
Female,0,No,12,Yes,No,No,96.0,1
Male,0,Yes,52,Yes,No,Yes,79.2,0
Male,0,No,10,Yes,Yes,No internet service,24.0,0
Male,0,No,68,Yes,Yes,Yes,101.35,0
Female,0,No,54,Yes,Yes,No,100.1,1
Female,0,Yes,4,Yes,No,No,56.5,1
Female,0,No,52,No,No phone service,Yes,35.45,0
Female,1,No,1,Yes,No,No,85.0,1
Male,0,No,70,Yes,Yes,Yes,79.4,0
Male,0,No,43,No,No phone service,Yes,35.2,0
Male,0,No,52,Yes,No,No internet service,19.65,0
Female,0,No,12,No,No phone service,Yes,49.85,0
Female,0,Yes,56,Yes,Yes,Yes,68.75,0
Male,0,Yes,0,Yes,Yes,Yes,61.9,0
Male,0,No,42,Yes,Yes,No,79.9,0
Male,1,No,22,Yes,No,No,89.75,0
Male,0,Yes,51,No,No phone service,Yes,59.3,1
Male,0,No,27,Yes,No,No internet service,19.4,0
Male,1,No,51,Yes,Yes,Yes,93.65,0
Male,0,Yes,4,Yes,No,Yes,49.4,1
Male,0,No,1,Yes,No,No internet service,19.9,0
Male,0,No,35,Yes,No,No,55.0,1
Male,1,Yes,71,Yes,Yes,No,72.9,0
Female,0,No,1,Yes,No,No,69.2,1
Female,0,Yes,69,Yes,Yes,No internet service,25.6,0
Male,0,Yes,14,Yes,No,No internet service,19.75,0
Male,0,No,57,Yes,No,Yes,55.7,0
Female,0,Yes,72,Yes,Yes,Yes,117.5,0
Male,0,No,48,Yes,No,No internet service,19.85,0
Female,0,Yes,4,Yes,No,No,78.9,0
Male,0,Yes,31,Yes,No,No internet service,20.65,0
Male,0,No,38,Yes,No,No,62.3,1
Male,1,No,37,Yes,Yes,No,92.5,1
Female,0,No,1,Yes,No,No internet service,19.65,0
Male,1,No,57,Yes,Yes,No,79.75,0
Female,1,No,62,Yes,No,Yes,79.95,0
Male,0,No,3,No,No phone service,No,29.9,0
Female,0,Yes,72,Yes,No,No internet service,19.75,0
Male,0,Yes,29,No,No phone service,Yes,45.0,0
Male,0,Yes,13,Yes,No,No,44.8,0
Male,0,Yes,3,Yes,No,No,69.65,1
Female,0,No,11,Yes,No,No,51.1,0
Female,0,Yes,21,No,No phone service,Yes,53.15,0
Female,0,No,19,Yes,Yes,No internet service,24.7,0
Male,0,No,61,Yes,Yes,Yes,111.6,1
Female,0,No,11,Yes,No,Yes,48.55,1
Male,0,Yes,35,Yes,Yes,No,109.95,0
Male,0,Yes,25,Yes,No,No internet service,20.8,0
Female,0,No,1,Yes,No,No internet service,20.2,1
Female,0,No,67,Yes,Yes,No internet service,25.6,0
Male,0,No,19,No,No phone service,No,39.65,1
Male,0,No,56,Yes,Yes,No internet service,24.9,1
Male,0,Yes,72,Yes,Yes,Yes,108.4,0
Male,0,No,43,Yes,No,No internet service,19.55,0
Female,0,Yes,55,Yes,Yes,Yes,85.1,0
Male,0,Yes,2,Yes,Yes,Yes,56.7,1
Male,0,No,27,Yes,No,No,69.05,0
Female,0,No,13,Yes,No,No,70.15,0
Female,0,No,70,Yes,Yes,Yes,111.15,0
Female,0,No,14,Yes,No,Yes,105.95,1
Female,0,Yes,19,Yes,Yes,No,89.35,0
Female,0,No,20,Yes,Yes,Yes,89.1,0
Male,0,Yes,43,Yes,Yes,Yes,91.25,0
Male,0,Yes,5,Yes,No,Yes,90.35,0
Female,1,No,70,Yes,Yes,No,105.55,0
Female,0,No,40,Yes,No,No internet service,19.1,0
Male,0,Yes,6,Yes,No,No internet service,20.4,0
Male,0,No,39,Yes,No,Yes,100.45,0
Male,1,No,4,Yes,Yes,No,74.95,1
Male,0,No,15,No,No phone service,No,29.7,1
Male,0,No,1,No,No phone service,No,50.35,1
Female,1,No,45,Yes,No,Yes,85.7,0
Female,0,No,64,No,No phone service,Yes,47.85,1
Female,1,No,57,Yes,Yes,No,94.0,0
Male,0,Yes,72,Yes,Yes,Yes,69.85,0
Male,0,No,1,Yes,No,No,70.3,1
Male,0,No,72,Yes,Yes,No internet service,25.85,0
Female,0,No,3,Yes,No,Yes,71.1,0
Male,1,No,55,Yes,Yes,Yes,98.8,1
Female,0,No,59,Yes,Yes,No,93.35,0
Female,0,No,18,Yes,Yes,No,99.85,1
Male,1,No,32,Yes,No,No,80.3,1
Female,0,No,4,Yes,No,Yes,50.55,0
Female,1,No,66,Yes,Yes,No,80.45,1
Male,0,No,27,Yes,Yes,No,81.3,0
Male,0,No,4,Yes,No,No internet service,20.7,0
Male,0,Yes,60,Yes,No,Yes,79.05,0
Female,0,Yes,8,Yes,No,No internet service,19.05,0
Male,0,Yes,8,Yes,No,No internet service,19.6,0
Male,0,No,35,Yes,No,No internet service,20.2,0
Male,0,No,7,Yes,Yes,No,86.8,1
Female,0,Yes,53,Yes,No,No internet service,20.9,0
Female,1,No,18,Yes,Yes,No,103.6,0
Female,0,No,15,No,No phone service,No,38.8,0
Male,0,No,67,Yes,Yes,No,88.4,0
Male,1,No,6,Yes,No,No,84.2,1
Male,1,No,6,Yes,No,No,79.7,0
Male,0,No,13,Yes,Yes,No,99.0,1
Female,0,No,11,Yes,Yes,No,100.75,1
Male,0,Yes,1,Yes,No,No internet service,19.3,0
Male,0,No,5,Yes,No,Yes,55.75,0
Male,0,No,13,Yes,No,No internet service,19.95,0
Female,0,No,9,Yes,Yes,Yes,91.75,1
Male,0,No,29,Yes,No,No,89.65,0
Male,1,No,1,Yes,No,No,45.85,0
Female,0,No,1,Yes,Yes,No,79.55,1
Female,0,Yes,18,Yes,No,No,55.95,0
Female,0,No,2,Yes,No,No,69.0,0
Male,0,Yes,30,Yes,Yes,No,83.55,0
Male,0,Yes,66,Yes,Yes,Yes,65.7,0
Male,0,Yes,38,Yes,Yes,No,94.9,0
Male,0,Yes,44,Yes,No,No,61.9,0
Female,0,No,54,Yes,Yes,No,111.1,1
Male,0,No,2,Yes,No,No internet service,20.0,0
Female,0,No,42,Yes,No,Yes,67.7,0
Female,0,Yes,58,Yes,Yes,No internet service,25.15,0
Male,0,Yes,58,Yes,No,No,92.85,0
Female,0,Yes,25,Yes,Yes,No,89.1,1
Female,0,No,71,Yes,Yes,Yes,111.3,0
Female,0,No,37,Yes,Yes,No,101.9,1
Female,0,Yes,14,Yes,Yes,No,91.65,1
Female,1,No,4,Yes,Yes,No,88.85,1
Female,0,No,48,Yes,Yes,Yes,60.6,0
Female,1,No,3,No,No phone service,No,25.3,1
Female,0,No,8,Yes,No,Yes,65.5,0
Male,0,No,1,Yes,Yes,No,95.45,1
Male,0,No,67,Yes,No,No internet service,19.95,0
Male,0,No,13,Yes,No,No,91.1,1
Female,0,Yes,45,Yes,No,No,54.15,1
Male,0,No,49,Yes,Yes,No,74.6,0
Female,0,No,52,Yes,Yes,No,94.6,0
Female,0,No,63,Yes,No,Yes,81.15,0
Female,0,Yes,68,Yes,Yes,Yes,89.05,0
Female,0,No,31,Yes,No,No,49.2,0
Female,0,No,64,Yes,No,No internet service,19.45,0
Female,0,No,62,Yes,No,Yes,104.3,0
Female,0,No,1,Yes,No,No,69.7,1
Female,0,No,6,Yes,No,No,89.5,1
Female,0,No,21,Yes,No,No,86.05,0
Female,0,Yes,72,Yes,Yes,No internet service,25.2,0
Female,0,Yes,32,No,No phone service,Yes,35.15,0
Female,1,No,71,Yes,Yes,Yes,99.65,0
Female,0,Yes,34,Yes,No,Yes,105.35,0
Male,0,No,3,No,No phone service,No,35.15,1
Male,0,Yes,12,Yes,Yes,No,73.75,1
Female,1,No,8,Yes,Yes,No,101.35,1
Female,0,Yes,35,Yes,Yes,No internet service,24.3,0
Female,0,Yes,3,Yes,No,No,80.7,0
Male,0,No,3,Yes,No,No,89.85,0
Male,0,No,53,Yes,No,No,61.1,0
Female,0,No,4,No,No phone service,Yes,29.05,0
Female,0,Yes,48,Yes,No,Yes,99.7,0
Female,0,Yes,6,Yes,No,Yes,55.9,1
Male,1,No,3,Yes,Yes,No,105.9,1
Male,0,Yes,54,No,No phone service,No,46.0,0
Female,0,No,1,Yes,No,No,43.95,1
Male,0,No,62,Yes,No,No,80.4,0
Male,0,Yes,22,Yes,No,No,100.05,0
Male,0,No,1,Yes,No,No,45.1,1
Male,1,No,51,Yes,No,No,94.0,0
Female,0,No,30,Yes,Yes,No,68.95,0
Female,1,No,56,Yes,Yes,Yes,68.45,0
Male,0,No,35,Yes,Yes,No,69.0,0
Female,1,No,64,No,No phone service,No,43.85,0
Male,0,Yes,30,No,No phone service,No,44.5,0
Female,0,Yes,25,Yes,No,No internet service,18.7,0
Female,0,No,41,Yes,No,No,70.25,1
Male,0,Yes,9,Yes,No,No,55.35,1
Female,0,No,1,Yes,No,Yes,53.55,0
Male,0,Yes,70,Yes,Yes,Yes,114.6,0
